protocol,chromosome,condition_time_comparison,planes,levels_hdr,levels_point_fraction,labels,num_input_files,num_points_total,num_points_min,num_points_max,num_genes,num_pairwise_comparisons,num_metric_rows,data_loading_preprocessing_seconds,pca_initialization_seconds,icp_refinement_seconds,projection_seconds,hdr_shape_extraction_seconds,point_fraction_shape_extraction_seconds,shape_metric_computation_seconds,total_after_3d_coordinates_available_seconds,total_runtime_seconds
all_chromosome_supplementary_params,chr1,12hrs_untr;12hrs_vacv;18hrs_untr;18hrs_vacv;24hrs_untr;24hrs_vacv,XY;YZ;XZ,100;95;60,100;95;60,chr1_12hrs_untr;chr1_12hrs_vacv;chr1_18hrs_untr;chr1_18hrs_vacv;chr1_24hrs_untr;chr1_24hrs_vacv,6,11586,1931,1931,11586,15,270,0.03333212100005767,0.5018080170029862,0.16828062199783744,0.07715986499897554,1.3221106410001084,5.2102040800000395,0.1208348689997365,6.73030945499886,7.433768179998879
all_chromosome_supplementary_params,chr2,12hrs_untr;12hrs_vacv;18hrs_untr;18hrs_vacv;24hrs_untr;24hrs_vacv,XY;YZ;XZ,100;95;60,100;95;60,chr2_12hrs_untr;chr2_12hrs_vacv;chr2_18hrs_untr;chr2_18hrs_vacv;chr2_24hrs_untr;chr2_24hrs_vacv,6,6540,1090,1090,6540,15,270,0.021887771999899996,0.27233042400075647,0.10006378300204233,0.04397912300009921,1.0754084679992957,1.746884083999248,0.1279742440001428,2.994245918998786,3.3885611730001983
all_chromosome_supplementary_params,chr3,12hrs_untr;12hrs_vacv;18hrs_untr;18hrs_vacv;24hrs_untr;24hrs_vacv,XY;YZ;XZ,100;95;60,100;95;60,chr3_12hrs_untr;chr3_12hrs_vacv;chr3_18hrs_untr;chr3_18hrs_vacv;chr3_24hrs_untr;chr3_24hrs_vacv,6,3630,605,605,3630,15,270,0.018723749000855605,0.14735219099929964,0.059293244001310086,0.024679475998709677,0.9607065260006493,0.6502769180005998,0.1197661620008148,1.7554290820007736,1.9808270529993024
all_chromosome_supplementary_params,chr4,12hrs_untr;12hrs_vacv;18hrs_untr;18hrs_vacv;24hrs_untr;24hrs_vacv,XY;YZ;XZ,100;95;60,100;95;60,chr4_12hrs_untr;chr4_12hrs_vacv;chr4_18hrs_untr;chr4_18hrs_vacv;chr4_24hrs_untr;chr4_24hrs_vacv,6,3438,573,573,3438,15,270,0.019333247000759002,0.13468780500079447,0.054935347001446644,0.023206862000733963,1.0227090989992575,0.6173801019995153,0.15298750900001323,1.81628357199952,2.0252710789991397
all_chromosome_supplementary_params,chr5,12hrs_untr;12hrs_vacv;18hrs_untr;18hrs_vacv;24hrs_untr;24hrs_vacv,XY;YZ;XZ,100;95;60,100;95;60,chr5_12hrs_untr;chr5_12hrs_vacv;chr5_18hrs_untr;chr5_18hrs_vacv;chr5_24hrs_untr;chr5_24hrs_vacv,6,6678,1113,1113,6678,15,270,0.021957151000606245,0.28658024400101567,0.10276429799705511,0.04503201700026693,1.2893077099997754,1.8391250590011623,0.180407648000255,3.3538724340014596,3.7652054149984906
all_chromosome_supplementary_params,chr6,12hrs_untr;12hrs_vacv;18hrs_untr;18hrs_vacv;24hrs_untr;24hrs_vacv,XY;YZ;XZ,100;95;60,100;95;60,chr6_12hrs_untr;chr6_12hrs_vacv;chr6_18hrs_untr;chr6_18hrs_vacv;chr6_24hrs_untr;chr6_24hrs_vacv,6,9834,1639,1639,9834,15,270,0.028699214000880602,0.41555781299939554,0.145845406997978,0.06480988300063473,1.3783522339999763,3.9543696000000637,0.1428859690004174,5.540417686001092,6.1305555470007675
all_chromosome_supplementary_params,chr7,12hrs_untr;12hrs_vacv;18hrs_untr;18hrs_vacv;24hrs_untr;24hrs_vacv,XY;YZ;XZ,100;95;60,100;95;60,chr7_12hrs_untr;chr7_12hrs_vacv;chr7_18hrs_untr;chr7_18hrs_vacv;chr7_24hrs_untr;chr7_24hrs_vacv,6,5058,843,843,5058,15,270,0.02382813100120984,0.2348338790015987,0.07676135600013367,0.033861908999824664,0.7830108599991945,1.143567836999864,0.07851255999958084,2.038953165998464,2.3744125840003107
all_chromosome_supplementary_params,chr10,12hrs_untr;12hrs_vacv;18hrs_untr;18hrs_vacv;24hrs_untr;24hrs_vacv,XY;YZ;XZ,100;95;60,100;95;60,chr10_12hrs_untr;chr10_12hrs_vacv;chr10_18hrs_untr;chr10_18hrs_vacv;chr10_24hrs_untr;chr10_24hrs_vacv,6,6816,1136,1136,6816,15,270,0.022743781000826857,0.3083424670021486,0.10338431500167644,0.046389667000767076,1.2297103199998674,1.9005336040008842,0.13637696499972662,3.3130105560012453,3.747515625000233
all_chromosome_supplementary_params,chr12,12hrs_untr;12hrs_vacv;18hrs_untr;18hrs_vacv;24hrs_untr;24hrs_vacv,XY;YZ;XZ,100;95;60,100;95;60,chr12_12hrs_untr;chr12_12hrs_vacv;chr12_18hrs_untr;chr12_18hrs_vacv;chr12_24hrs_untr;chr12_24hrs_vacv,6,6546,1091,1091,6546,15,270,0.021691003999876557,0.3114487899983942,0.09844456300015736,0.0439697250003519,1.1246983479995833,1.7574480870007392,0.13389990700125054,3.060016067001925,3.49163653100004
all_chromosome_supplementary_params,chr13,12hrs_untr;12hrs_vacv;18hrs_untr;18hrs_vacv;24hrs_untr;24hrs_vacv,XY;YZ;XZ,100;95;60,100;95;60,chr13_12hrs_untr;chr13_12hrs_vacv;chr13_18hrs_untr;chr13_18hrs_vacv;chr13_24hrs_untr;chr13_24hrs_vacv,6,5124,854,854,5124,15,270,0.02007284499995876,0.21212663799815346,0.07910720300060348,0.03429462399981276,1.0270014540001284,1.1930514980012958,0.13108352900053433,2.3854311050017714,2.6967706340001314
