gene_id,x,y,z
SCGB1C1,-0.22221538624408388,-0.10202290024396923,-0.1924182589066593
ODF3,-0.22381649206343743,-0.09813967742886043,-0.19428428600091632
BET1L,-0.22617777377402878,-0.09241201704585039,-0.19703638708402807
RIC8A,-0.22821415577105353,-0.08747355378805528,-0.19940969000312223
SIRT3,-0.23526318448527542,-0.07037738544495607,-0.20762511066361622
LOC103234607,-0.2293171711900428,-0.08479823431451614,-0.20069523637532677
PSMD13,-0.2404996398640956,-0.05767802653399966,-0.2137278572025183
NLRP6,-0.2500355256591528,-0.034550406224735195,-0.22484177279449116
ATHL1,-0.25279333239728347,-0.027861926564691462,-0.22805580930842004
IFITM5,-0.2541549108350144,-0.024558961646987638,-0.22964290182485284
LOC103241759,-0.25816186412713366,-0.014841579632153754,-0.23431270049599282
IFITM1,-0.25871010098769903,-0.013512133847678015,-0.2349516455688779
LOC103241765,-0.2608637988093292,-0.00828803796023959,-0.2374617556896084
IFITM3,-0.2641374998495931,-0.000349035124428706,-0.24127717332855445
B4GALNT4,-0.24094442636765454,0.037266235393818035,-0.2329667632899182
PKP3,-0.26821888822376255,0.051841151990305034,-0.2544684398405098
SIGIRR,-0.2632004506390115,0.05875260833335934,-0.2524254420489436
ANO9,-0.25455559294281743,0.07065771711483765,-0.24890596997717576
PTDSS2,-0.23810016311312387,0.10028487942111665,-0.2724192839203042
RNH1,-0.2257642522640253,0.11316304020314823,-0.24957405833566354
LOC103243628,-0.22935184352125562,0.1067900068587219,-0.24482116273060545
HRAS,-0.21733847442390514,0.12813209081681828,-0.2607379522927232
LRRC56,-0.20900289526523233,0.14293973014584269,-0.27178099049257853
C1H11orf35,-0.20759591589164522,0.14543953643096866,-0.2736453637747347
RASSF7,-0.20583615967493638,0.14856562372746662,-0.2759767253481045
LOC103222129,-0.20407804592867787,0.15168860550489127,-0.2783058034075707
PHRF1,-0.2489739359335931,0.10152356314784314,-0.27392736528216766
IRF7,-0.21883374212183526,0.14093788770979648,-0.2875488048917478
CDHR5,-0.22421212177483288,0.13555261663571136,-0.288187021440675
SCT,-0.22563278792050684,0.1341299867947788,-0.2883555163590048
DRD4,-0.23388359888587607,0.1258689328480204,-0.28933454899896066
DEAF1,-0.25910517200633815,0.1310319775180552,-0.2534347450901812
TMEM80,-0.2683055097108885,0.10309791333092631,-0.278465340158387
EPS8L2,-0.27814186630984694,0.10401767977278183,-0.26586296296309236
TALDO1,-0.2928107567836707,0.1053891310239291,-0.2470698864133894
PDDC1,-0.29963722102533347,0.10602734854426674,-0.23832374751533256
CEND1,-0.30471705136235816,0.10650230668575482,-0.23181567539121892
SLC25A22,-0.24755714071791793,0.09748538591829414,-0.28006425523639117
LOC103233437,-0.3061220842553499,0.10644657933359525,-0.22874238777868391
PIDD1,-0.30135391280028145,0.10550919653523454,-0.23150741761835297
LOC103233792,-0.29889187185108307,0.10502511647830856,-0.23293552226729478
RPLP2,-0.2934519507132149,0.10395571431719747,-0.2360902627420501
PNPLA2,-0.2858078494644972,0.10245302674952593,-0.2405231689214955
EFCAB4A,-0.2810061342647777,0.10150908487158465,-0.24330773145667828
CD151,-0.2762715458683044,0.10057842481967508,-0.24605318700892165
POLR2L,-0.2734369529524437,0.10002110105739029,-0.24769714531949494
TSPAN4,-0.25652145836050505,0.09669565482475269,-0.25750718727442323
CHID1,-0.2229987170198047,0.11301125719857757,-0.24039577370272797
AP2A2,-0.22661524190390475,0.14168866577224054,-0.2411666880415882
MUC6,-0.19532731823077937,0.15060733332339543,-0.23407331648062038
LOC103235151,-0.20233917035901305,0.15748536920790265,-0.2308510403232175
MUC2,-0.14182774648052376,0.14938948969676016,-0.21941232451218767
LOC103241697,-0.20470689084499818,0.17299129697237708,-0.21966942697746034
MUC5AC,-0.1916862610792198,0.13540480919003378,-0.21634280186677923
MUC5B,-0.16559876212157043,0.11860857400251293,-0.21004725192613138
TOLLIP,-0.1632586981898791,0.1555596737926688,-0.1550254965539869
LOC103235445,-0.17722554943215513,0.12820747138242966,-0.17086680009917965
LOC103241805,-0.18021505275148963,0.1410110648654371,-0.14407239628524038
BRSK2,-0.14343579275394816,0.11408038072985187,-0.1912663474995203
LOC103236142,-0.17411910940966338,0.14294225915454756,-0.138063209668275
MOB2,-0.18391936816526278,0.16695118276434423,-0.18185830765856004
LOC103236198,-0.14382095131621409,0.12516811779841144,-0.18914649754135676
LOC103241812,-0.16568015092843133,0.15178076195628729,-0.19784046412508158
DUSP8,-0.17136716081254774,0.15870397476894393,-0.2001024435951083
LOC103241820,-0.17459551438692517,0.1626341181432236,-0.20138653451095154
LOC103236463,-0.1809724520758515,0.17039824763194586,-0.20392260784899374
LOC103236414,-0.18228508968242815,0.13414993472488645,-0.15514091920997533
LOC103241837,-0.20468968160414466,0.16303227384977304,-0.1661432172547164
LOC103236741,-0.25598410759900087,0.1383466131029859,-0.1537466113562053
IFITM10,-0.26732142602975,0.13374899947270305,-0.16332880449199022
CTSD,-0.27450759638051114,0.1308347005968734,-0.16940251636409
LOC103241848,-0.2240601049172903,0.15329752864606852,-0.13621572308743932
SYT8,-0.24994199414704882,0.1428821291066928,-0.1584697229772183
TNNI2,-0.24749935659159775,0.1440155093897012,-0.1570788204637584
LOC103237714,-0.2779752760974322,0.121845435776656,-0.12464028537965292
LOC103238179,-0.23727609069594785,0.14875924227465553,-0.1512566009787367
TNNT3,-0.24224850824758976,0.14102109090644163,-0.12040725397552858
MRPL23,-0.26138205527758324,0.1265332522095394,-0.09651376155018317
LOC103241849,-0.2601348167556135,0.12083453507922522,-0.07190793283254629
LOC103238793,-0.22876056501521316,0.1272101295354556,-0.0426334869678749
LOC103238863,-0.19433734212761128,0.11652436031233655,-0.0384387298095389
IGF2,-0.18161127445400138,0.10809709327931673,-0.043958501253933725
LOC103241858,-0.17304498510712898,0.10242442106277677,-0.04767407775674616
INS,-0.17005878810849887,0.10044717980312115,-0.04896889093205599
TH,-0.1647701503442966,0.096944940446353,-0.05126297276063099
LOC103239289,-0.15823601955506267,0.09261819728109343,-0.054096692224071534
ASCL2,-0.11922712403899656,0.10603852414754632,-0.11157461982675357
C1H11orf21,-0.11764608748933003,0.11660840810238976,-0.12219470023165045
TSPAN32,-0.12671741591914024,0.12581932159970985,-0.11839177096721695
LOC103239446,-0.12149541013534682,0.12051673605389962,-0.12058119053344919
CD81,-0.10799289390502931,0.1321488700518922,-0.13355415086504518
TSSC4,-0.15753914960107174,0.16563956909329264,-0.10792991409052367
TRPM5,-0.14394419395041325,0.16136337314451074,-0.11637915975211327
KCNQ1,-0.24509443293519909,0.0411668868786984,-0.09603020018308507
LOC103241028,-0.1303086271846647,0.151407195241278,-0.1388874627204078
LOC103240971,-0.18226074532637068,0.10533769697404108,-0.10438849385896856
LOC103241221,-0.24099557038724292,0.03463168179456498,-0.09256759694409862
CDKN1C,-0.25067569073810436,0.03082132840485712,-0.0954767148982858
SLC22A18AS,-0.20832820360955684,0.008346144896326272,-0.11869667883090593
SLC22A18,-0.24252275264913567,0.007736086685280074,-0.11717299699523123
PHLDA2,-0.24130676541308266,0.004581626169353276,-0.12014390000017904
LOC103242002,-0.2380906796876428,-0.003760328271966972,-0.1280002610715551
NAP1L4,-0.2148893307047376,0.035583465212001196,-0.12774052559636984
CARS,-0.19383463489084557,0.02060400484046698,-0.15650085643008887
LOC103242208,-0.20366582976229045,0.006161471521397287,-0.1553359461617518
LOC103242168,-0.19797824848264095,0.014517091890919931,-0.15601001399685266
LOC103242043,-0.19388810288345285,0.020525629683170624,-0.15649451643714754
OSBPL5,-0.24024516645625626,0.04145173772896294,-0.12203191974880032
LOC103241863,-0.24117523590565246,0.041469060141867235,-0.12147146964043608
LOC103242726,-0.23807907976004772,0.05758514692214283,-0.11159397976016025
MRGPRG,-0.23200886042019547,0.06547860771931827,-0.10943794817388086
LOC103242785,-0.23113266622261106,0.0666181731027613,-0.10912688799600562
MRGPRE,-0.22685420091237493,0.07218172371954672,-0.1076073056588799
LOC103242972,-0.21074436390636922,0.09313152980268251,-0.10188599727137586
ZNF195,-0.18760103257731917,0.04897761576218787,-0.1023419783024682
LOC103241864,-0.18481796417569696,0.08973646522811193,-0.0970139460173605
LOC103241868,-0.1803218890731805,0.08635229665623886,-0.09649570022315969
LOC103241874,-0.15757224711272558,0.06922887189229908,-0.0938736514454951
LOC103243359,-0.15266289379676615,0.06553370859579626,-0.09330770287373902
NADSYN1,-0.18035040940490832,0.018286816861385256,-0.10777718177123607
DHCR7,-0.15727771122564482,0.014445199878480938,-0.10287750458373922
LOC103244038,-0.16104171263707964,0.006442690441852114,-0.10510607495804493
LOC103244089,-0.16671305372232523,-0.017052316317350852,-0.13048109030993893
LOC103244329,-0.176793955051856,-0.03310501302419109,-0.12609803072262776
LOC103244373,-0.19292685687199193,-0.06940083299846769,-0.14623064690405213
LOC103244990,-0.1980488718351929,-0.05834318988112413,-0.11861861492781048
SHANK2,-0.23722728285243438,-0.056290036789714,-0.19143068627817592
LOC103244580,-0.20076324198613063,-0.041622247255806655,-0.1284770395304809
LOC103244535,-0.19836591659304487,-0.041389027717536664,-0.12804842948212652
LOC103244421,-0.17348708834576476,-0.0266056500818548,-0.0976026836342678
CTTN,-0.2368539430910387,-0.047060832774871164,-0.17971414135262553
LOC103245420,-0.22774373092645545,-0.03821779419247452,-0.15866171188497716
LOC103245379,-0.2401855256762426,-0.05029468706274203,-0.1874130005773681
PPFIA1,-0.2289377288748779,-0.024760059622057115,-0.13972394629865278
LOC103245132,-0.23934095501265365,-0.050057322844461155,-0.19744881771102252
LOC103245088,-0.23511753394609247,-0.046530326812890925,-0.19948050610369192
LOC103245679,-0.20943626464592788,-0.015225356070798678,-0.18861097470498278
FADD,-0.21807673804672198,-0.01827626565140515,-0.17464650978877136
LOC103245724,-0.21833613893339435,-0.018368003070263508,-0.17422684880447348
ANO1,-0.2767597663862949,-0.03455169633827054,-0.1317090727956784
LOC103245820,-0.24928856097682284,0.013279419853515285,-0.07160620065038951
FGF3,-0.3167295342699962,0.06201420386208245,-0.1322248623875637
FGF4,-0.3022224528276462,0.0849598794210592,-0.1186408878909285
FGF19,-0.30379815931990406,0.06474263763437801,-0.1549372410554647
LOC103246443,-0.30582076778071926,0.0544361060261622,-0.170792772872854
ORAOV1,-0.331428501932943,0.08451619697601948,-0.1255312971770178
CCND1,-0.3197733666657517,0.05459251017945345,-0.1710020869415772
LOC103247017,-0.2948685887574229,0.055810346946450984,-0.1870829396009992
LOC103247076,-0.29356408682345975,0.11725536814739954,-0.19546985667128533
MYEOV,-0.2703372714532847,0.11804994357447596,-0.24706367604968354
LOC103247204,-0.2824135926918393,0.09584795366736205,-0.2347283082515154
LOC103247706,-0.3461875398712839,0.07026872837656853,-0.1784173518763332
TPCN2,-0.32209161815591286,0.02809876133807815,-0.20503477592703387
LOC103247781,-0.34780615235604356,0.02505905052516332,-0.18849987503319718
MRGPRF,-0.34406688730865853,0.018005425254910053,-0.1927562987141031
